plazo,periodo_gracia,cuotas,cuotas_capital,tasa_indexacion,valor_credito
58,5,9,4,IBR,6840000.0
72,2,12,10,IBR,17000000.0
96,2,16,14,IBR,14000000.0
84,2,14,12,IBR,30000000.0
120,2,20,18,IBR,15000000.0
72,2,12,10,IBR,6000000.0
84,2,14,12,IBR,11000000.0
84,2,14,12,IBR,5000000.0
52,4,8,4,IBR,6000000.0
21,0,20,20,IBR,2096000.0
36,0,6,6,IBR,5000000.0
48,2,8,6,IBR,10000000.0
8,0,1,1,IBR,7000000.0
19,0,18,18,IBR,2223200.0
36,0,6,6,IBR,3000000.0
60,0,10,10,IBR,12000000.0
23,0,23,23,IBR,2278595.0
60,3,60,57,IBR,35000000.0
84,2,14,12,IBR,6000000.0
36,0,6,6,IBR,3000000.0
66,0,11,11,DTF,6896741.0
72,8,12,4,IBR,10000000.0
72,0,12,12,IBR,15000000.0
60,4,20,16,IBR,6000000.0
67,6,11,5,IBR,26000000.0
36,0,6,6,IBR,3610000.0
13,0,12,12,IBR,2500000.0
36,0,6,6,IBR,3100000.0
24,2,4,2,IBR,2421562.0
58,0,10,10,IBR,5316688.0
8,0,1,1,IBR,3200000.0
6,0,1,1,IBR,16710000.0
12,0,1,1,IBR,12000000.0
36,0,6,6,IBR,6000000.0
11,0,1,1,IBR,1500000.0
36,0,6,6,IBR,18000000.0
12,0,1,1,IBR,10000000.0
36,0,6,6,IBR,12000000.0
36,0,6,6,IBR,9500000.0
72,0,12,12,IBR,16000000.0
36,0,6,6,IBR,10000000.0
36,0,6,6,IBR,6000000.0
36,0,6,6,IBR,20000000.0
60,0,10,10,IBR,15000000.0
36,0,6,6,IBR,5000000.0
84,0,14,14,IBR,15000000.0
60,0,20,20,IBR,10000000.0
8,0,1,1,IBR,6522800.0
18,0,1,1,IBR,7000000.0
18,0,1,1,IBR,20000000.0
72,0,12,12,IBR,2000000.0
18,0,3,3,IBR,3030000.0
36,0,6,6,IBR,4100000.0
18,0,3,3,IBR,3000000.0
36,0,6,6,IBR,3800000.0
60,0,10,10,IBR,10000000.0
60,2,10,8,IBR,15000000.0
24,2,4,2,IBR,20000000.0
72,2,12,10,IBR,12000000.0
58,0,10,10,IBR,7200000.0
77,7,13,6,IBR,22916670.0
72,2,12,10,IBR,10000000.0
60,0,10,10,IBR,30000000.0
60,0,10,10,IBR,20000000.0
60,0,10,10,IBR,10000000.0
36,0,6,6,IBR,7000000.0
60,0,10,10,IBR,30000000.0
36,2,6,4,IBR,22000000.0
120,2,20,18,IBR,20000000.0
72,2,12,10,IBR,12800000.0
12,11,12,1,IBR,80948.0
12,11,12,1,IBR,18000000.0
12,0,12,12,IBR,1500000.0
48,7,8,1,IBR,6000000.0
48,2,8,6,IBR,110000000.0
6,5,6,1,IBR,6000000.0
6,5,6,1,IBR,1000000.0
6,5,6,1,IBR,70000000.0
6,5,6,1,IBR,50000000.0
6,5,6,1,IBR,40000000.0
84,1,14,13,IBR,358000000.0
84,2,14,12,IBR,20000000.0
42,0,7,7,IBR,11696156.0
48,0,8,8,IBR,25641858.0
41,0,7,7,IBR,23862128.0
12,0,0,0,IBR,393700.0
36,0,36,36,IBR,112000000.0
24,0,4,4,IBR,60000000.0
36,0,6,6,IBR,60000000.0
12,0,4,4,IBR,1500000.0
24,0,24,24,IBR,4815454.0
72,2,12,10,IBR,10000000.0
60,1,20,19,IBR,10000000.0
36,0,36,36,IBR,16000000.0
36,0,36,36,IBR,8860000.0
60,0,10,10,IBR,10000000.0
60,0,10,10,IBR,20000000.0
84,0,14,14,IBR,18000000.0
36,0,6,6,IBR,13000000.0
84,4,14,10,IBR,22000000.0
36,5,6,1,IBR,7820000.0
71,0,12,12,IBR,9968411.0
35,0,6,6,IBR,7748792.0
144,6,24,18,IBR,12180000.0
84,2,14,12,IBR,16300000.0
78,8,13,5,IBR,30000000.0
36,0,6,6,IBR,6000000.0
36,0,6,6,IBR,28000000.0
84,1,7,6,IBR,24000000.0
66,7,11,4,IBR,7000000.0
66,7,11,4,IBR,6000000.0
36,0,6,6,IBR,4000000.0
60,1,10,9,IBR,8000000.0
36,1,6,5,DTF,5012526.0
24,2,4,2,IBR,10000000.0
96,2,16,14,IBR,16000000.0
120,8,20,12,IBR,30000000.0
60,0,10,10,IBR,20000000.0
18,17,18,1,IBR,2182970.0
36,0,6,6,IBR,10000000.0
12,0,1,1,IBR,3500000.0
12,0,2,2,IBR,32942808.0
18,0,18,18,IBR,2074970.0
60,2,10,8,IBR,25000000.0
84,2,14,12,IBR,15000000.0
16,0,15,15,IBR,1562000.0
80,9,14,5,IBR,5270000.0
11,0,11,11,IBR,5677418.0
36,0,6,6,IBR,6000000.0
48,0,48,48,IBR,90000000.0
36,0,36,36,IBR,161000000.0
10,0,1,1,IBR,20000000.0
17,0,17,17,IBR,3575937.0
10,0,10,10,IBR,3406005.0
7,0,7,7,IBR,1174375.0
11,0,11,11,IBR,3500115.0
12,0,0,0,IBR,900000.0
12,0,0,0,IBR,5000000.0
84,2,14,12,IBR,150000000.0
36,0,6,6,IBR,6000000.0
24,0,4,4,IBR,10000000.0
72,2,12,10,IBR,30000000.0
72,2,12,10,IBR,12500000.0
36,0,6,6,IBR,75000000.0
6,5,6,1,IBR,1800000.0
6,5,6,1,IBR,20000000.0
6,5,6,1,IBR,3000000.0
6,5,6,1,IBR,5000000.0
6,5,6,1,IBR,60000000.0
36,0,12,12,IBR,3000000.0
96,2,16,14,IBR,40000000.0
120,119,120,1,IBR,364000000.0
36,0,6,6,IBR,4500000.0
12,0,1,1,IBR,2110000.0
84,2,14,12,IBR,4000000.0
72,2,12,10,IBR,30000000.0
6,0,6,6,IBR,75000000.0
10,0,1,1,IBR,20000000.0
6,0,6,6,IBR,500000.0
36,0,3,3,DTF,6952375.0
2,0,1,1,IBR,227725310.0
24,0,24,24,IBR,150000000.0
36,0,36,36,IBR,3000000000.0
96,2,16,14,IBR,25000000.0
84,8,13,5,IBR,9000000.0
10,0,1,1,IBR,16710000.0
36,0,3,3,IBR,2600000.0
12,0,1,1,IBR,3300000.0
36,0,36,36,IBR,5100000000.0
5,0,1,1,IBR,50000000.0
53,1,5,4,IBR,50000000.0
18,0,3,3,IBR,2900000.0
60,0,60,60,IBR,268000000.0
12,11,12,1,IBR,50000000.0
13,0,12,12,IBR,1140724.0
83,9,14,5,IBR,12000000.0
24,0,23,23,IBR,3178595.0
12,0,12,12,IBR,840724.0
95,0,8,8,DTF,20000000.0
12,11,12,1,IBR,10000000.0
60,0,20,20,IBR,2539295410.0
71,7,12,5,IBR,5000000.0
19,0,18,18,IBR,1472800.0
6,0,1,1,DTF,3462742.0
60,3,60,57,IBR,10000000.0
89,9,15,6,IBR,8000000.0
6,5,6,1,IBR,5000000.0
18,0,1,1,IBR,4020000.0
20,0,5,5,IBR,3119000.0
84,0,14,14,IBR,7500000.0
36,0,36,36,IBR,35000000.0
10,0,1,1,IBR,8500000.0
9,0,8,8,IBR,1000000.0
19,0,18,18,IBR,1472098.0
60,6,10,4,IBR,11000000.0
78,8,13,5,IBR,8350000.0
72,2,12,10,IBR,15000000.0
96,2,16,14,IBR,32000000.0
72,0,12,12,IBR,7000000.0
10,0,1,1,IBR,10000000.0
36,0,6,6,IBR,22000000.0
36,0,6,6,IBR,11000000.0
36,0,6,6,IBR,25000000.0
36,0,6,6,IBR,8000000.0
12,0,1,1,IBR,20010000.0
84,2,14,12,IBR,15000000.0
36,0,6,6,IBR,10500000.0
12,0,1,1,IBR,5000000.0
36,0,36,36,IBR,10000000.0
48,0,48,48,IBR,12169000.0
48,0,48,48,IBR,16000000.0
60,2,10,8,IBR,3650000.0
72,0,12,12,IBR,4000000.0
12,0,1,1,IBR,6000000.0
10,0,10,10,IBR,2447675.0
18,0,18,18,IBR,2619824.0
22,0,7,7,IBR,3566720.0
25,0,24,24,IBR,3155464.0
12,0,12,12,IBR,3000000.0
15,0,14,14,IBR,2400000.0
24,0,24,24,IBR,7200000.0
25,0,8,8,IBR,3500000.0
66,6,11,5,IBR,50000000.0
36,0,6,6,IBR,10500000.0
60,0,60,60,IBR,96000000.0
56,55,56,1,IBR,62745740.0
36,0,36,36,IBR,40000000.0
9,0,8,8,IBR,1080000.0
60,0,5,5,IBR,4000000.0
24,0,23,23,IBR,4000000.0
12,0,12,12,IBR,1000000.0
36,0,6,6,IBR,70000000.0
36,0,6,6,IBR,3500000.0
36,0,6,6,IBR,5500000.0
1,0,1,1,IBR,447584640.0
12,0,2,2,IBR,5000000.0
12,0,12,12,IBR,62000000.0
24,0,24,24,IBR,1500000000.0
12,0,12,12,IBR,127930677.0
12,11,12,1,IBR,223000000.0
12,11,12,1,IBR,8000000.0
12,11,12,1,IBR,350000.0
12,11,12,1,IBR,3000000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,500000.0
12,11,12,1,IBR,14500000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,18313500.0
12,11,12,1,IBR,7000000.0
12,11,12,1,IBR,20000000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,1000000.0
24,0,4,4,IBR,21000000.0
48,0,8,8,IBR,5000000.0
16,0,15,15,IBR,1601000.0
11,0,10,10,IBR,800000.0
1,0,0,0,IBR,16540597.0
36,0,6,6,IBR,5000000.0
22,0,22,22,IBR,5383821.0
25,0,5,5,IBR,7879523.0
12,11,12,1,IBR,120000000.0
48,0,4,4,IBR,10813619.0
12,11,12,1,IBR,30000000.0
12,11,13,2,IBR,30000000.0
60,59,60,1,IBR,17975471.0
84,2,14,12,IBR,17500000.0
15,0,15,15,IBR,1139710.0
92,10,16,6,IBR,15500000.0
72,8,12,4,IBR,11000000.0
9,0,8,8,IBR,1000000.0
6,5,6,1,IBR,45000000.0
12,11,12,1,IBR,40000000.0
13,0,12,12,IBR,1321980.0
84,8,13,5,IBR,18000000.0
18,0,18,18,IBR,1639770.0
7,0,6,6,IBR,3543500.0
84,0,14,14,IBR,10000000.0
60,2,10,8,IBR,20000000.0
60,0,10,10,IBR,8000000.0
60,2,10,8,IBR,12000000.0
24,1,2,1,IBR,40000000.0
36,0,36,36,IBR,133000000.0
24,0,8,8,IBR,8000000.0
12,0,12,12,IBR,2157600.0
72,2,12,10,IBR,23500000.0
13,0,12,12,IBR,1449980.0
60,0,10,10,IBR,10000000.0
36,3,6,3,IBR,2800000.0
36,0,6,6,IBR,10000000.0
60,0,10,10,IBR,80000000.0
96,2,16,14,IBR,15000000.0
60,0,61,61,IBR,8000000.0
48,0,8,8,IBR,16190800.0
36,0,6,6,IBR,10000000.0
78,8,13,5,IBR,16700000.0
60,6,10,4,IBR,15000000.0
84,0,14,14,IBR,35000000.0
72,2,12,10,IBR,12000000.0
60,0,10,10,IBR,35000000.0
36,0,6,6,IBR,10703619.0
84,0,14,14,IBR,20000000.0
60,0,10,10,IBR,10000000.0
12,0,1,1,IBR,22000000.0
60,0,10,10,IBR,20000000.0
18,0,1,1,IBR,3500000.0
60,0,10,10,IBR,9000000.0
10,0,1,1,IBR,16390000.0
24,1,2,1,IBR,10000000.0
8,0,1,1,IBR,6000000.0
12,0,1,1,IBR,25000000.0
36,0,6,6,IBR,15000000.0
60,0,10,10,IBR,103484962.0
12,11,12,1,IBR,22000000.0
16,0,4,4,IBR,2187520.0
18,0,3,3,IBR,4164200.0
42,4,7,3,IBR,8400000.0
48,4,8,4,DTF,15343898.0
89,9,15,6,IBR,20000000.0
25,0,24,24,IBR,3600000.0
72,8,12,4,IBR,6800000.0
18,0,18,18,IBR,2200000.0
17,0,17,17,IBR,2000000.0
18,0,18,18,IBR,2150000.0
95,0,16,16,IBR,55587482.0
86,9,15,6,IBR,32437000.0
78,0,13,13,IBR,95589073.0
180,10,30,20,IBR,52640000.0
12,11,13,2,IBR,25000000.0
2,0,2,2,IBR,1010376852.0
18,0,18,18,IBR,2502979.0
15,0,15,15,IBR,5104826.0
18,0,18,18,IBR,3920211.0
12,0,12,12,IBR,2480835.0
36,3,6,3,IBR,3000000.0
77,8,13,5,IBR,6000000.0
18,17,18,1,IBR,7130500.0
84,0,14,14,IBR,16500000.0
60,0,10,10,IBR,30000000.0
24,23,24,1,IBR,4030800.0
12,11,12,1,IBR,2243960.0
60,0,60,60,IBR,90000000.0
10,0,1,1,IBR,15030000.0
96,0,16,16,IBR,14000000.0
36,3,6,3,IBR,1250000.0
36,0,12,12,IBR,5000000.0
36,0,6,6,IBR,3250000.0
84,1,14,13,IBR,18000000.0
60,2,10,8,IBR,8000000.0
96,2,16,14,IBR,11000000.0
7,0,1,1,IBR,7000000.0
13,0,12,12,IBR,745600.0
36,0,12,12,IBR,6000000.0
72,2,12,10,IBR,100000000.0
84,2,14,12,IBR,13000000.0
24,0,24,24,IBR,116666000.0
84,2,14,12,IBR,20000000.0
60,0,10,10,IBR,11000000.0
84,2,14,12,IBR,15000000.0
60,0,10,10,IBR,23500000.0
36,0,6,6,IBR,3200000.0
60,15,60,45,IBR,17000000.0
36,2,6,4,IBR,6000000.0
72,2,12,10,IBR,100000000.0
12,0,1,1,IBR,7500000.0
12,11,12,1,IBR,2200000.0
80,8,13,5,IBR,13000000.0
59,0,60,60,IBR,160000000.0
84,2,14,12,IBR,20000000.0
11,0,2,2,IBR,7029835.0
60,0,5,5,DTF,7950916.0
18,0,3,3,IBR,2900000.0
60,0,10,10,IBR,70000000.0
25,0,24,24,IBR,2000000.0
4,0,4,4,IBR,500000.0
84,0,14,14,IBR,19996000.0
18,0,1,1,IBR,8500000.0
48,2,8,6,IBR,22000000.0
156,10,26,16,IBR,16000000.0
60,59,60,1,IBR,840942490.0
36,0,6,6,IBR,15000000.0
84,2,14,12,IBR,60000000.0
12,0,1,1,IBR,30000000.0
60,0,60,60,IBR,506722690.0
23,3,4,1,IBR,6000000.0
84,2,14,12,IBR,12000000.0
60,5,10,5,DTF,9893919.0
10,0,2,2,IBR,10544011.0
96,10,16,6,IBR,14000000.0
60,2,10,8,IBR,3500000.0
72,0,12,12,IBR,15000000.0
10,0,9,9,IBR,1325200.0
36,0,6,6,IBR,60000000.0
6,5,6,1,IBR,350000.0
36,0,6,6,IBR,11000000.0
12,11,12,1,IBR,6192000.0
60,4,20,16,IBR,18000000.0
36,0,12,12,IBR,11000000.0
60,0,10,10,IBR,30000000.0
36,0,6,6,IBR,5000000.0
24,0,4,4,IBR,2500000.0
59,6,10,4,DTF,5658612.0
88,8,14,6,IBR,15000000.0
72,2,12,10,IBR,8000000.0
59,6,10,4,IBR,12164945.0
22,0,2,2,IBR,2058872.0
84,2,14,12,IBR,12000000.0
60,0,10,10,IBR,10000000.0
88,8,15,7,IBR,14998638.0
36,0,6,6,IBR,6000000.0
94,9,15,6,IBR,12000000.0
52,4,8,4,IBR,5500000.0
24,0,4,4,IBR,8360000.0
12,0,1,1,IBR,2350000.0
18,0,3,3,IBR,2600000.0
36,3,6,3,IBR,3500000.0
36,0,6,6,IBR,3500000.0
24,0,24,24,IBR,5483398.0
12,0,12,12,IBR,3500115.0
18,0,18,18,IBR,3936882.0
84,2,15,13,IBR,20640000.0
74,8,13,5,IBR,7000000.0
60,0,10,10,IBR,20900000.0
54,3,9,6,DTF,9136008.0
30,29,30,1,IBR,8700000.0
34,33,34,1,IBR,6322600.0
35,34,35,1,IBR,5050000.0
12,0,12,12,IBR,1650000.0
12,0,12,12,IBR,920700.0
25,0,24,24,IBR,10000000.0
24,0,23,23,IBR,10300000.0
23,0,23,23,IBR,7600440.0
13,0,12,12,IBR,1126320.0
19,0,18,18,IBR,2514480.0
24,0,23,23,IBR,2000000.0
18,0,3,3,IBR,10500000.0
36,0,36,36,IBR,150000000.0
72,2,12,10,IBR,16000000.0
72,2,12,10,IBR,20000000.0
84,2,14,12,IBR,25000000.0
72,0,12,12,IBR,12000000.0
96,9,16,7,IBR,16000000.0
35,0,6,6,IBR,4452997.0
90,9,15,6,IBR,11500000.0
12,0,12,12,IBR,959980.0
92,8,16,8,DTF,3998467.0
60,0,10,10,IBR,60000000.0
36,0,6,6,IBR,10000000.0
60,2,10,8,IBR,5000000.0
12,11,12,1,IBR,11000000.0
19,0,18,18,IBR,2136000.0
96,2,16,14,IBR,16000000.0
13,0,12,12,IBR,971080.0
46,1,8,7,DTF,2815583.0
60,6,10,4,IBR,6500000.0
35,0,6,6,DTF,39171258.0
84,8,14,6,IBR,15200000.0
24,0,4,4,IBR,10000000.0
10,0,1,1,IBR,7000000.0
13,0,12,12,IBR,3000000.0
36,0,6,6,IBR,3600000.0
60,0,10,10,IBR,5000000.0
84,2,14,12,IBR,12000000.0
7,0,6,6,IBR,1000000.0
18,0,3,3,IBR,4906368.0
60,0,10,10,IBR,13500000.0
84,0,14,14,IBR,11000000.0
18,0,3,3,IBR,1600000.0
60,0,10,10,IBR,30000000.0
13,0,12,12,IBR,1621980.0
12,0,1,1,IBR,25000000.0
19,0,18,18,IBR,1764800.0
19,0,18,18,IBR,2000000.0
12,11,12,1,IBR,5000000.0
19,0,18,18,IBR,2782970.0
36,0,12,12,IBR,3680000.0
36,0,6,6,IBR,3500000.0
36,0,6,6,IBR,2800000.0
36,0,12,12,IBR,2500000.0
70,6,11,5,IBR,40000000.0
70,6,11,5,IBR,3500000.0
84,2,14,12,IBR,35000000.0
96,2,16,14,IBR,30000000.0
84,2,14,12,IBR,13500000.0
84,2,14,12,IBR,30000000.0
70,6,11,5,IBR,15167000.0
24,2,4,2,IBR,21000000.0
72,2,12,10,IBR,20000000.0
52,4,8,4,IBR,9830000.0
36,0,12,12,IBR,20000000.0
60,0,10,10,IBR,10600000.0
72,0,12,12,IBR,15000000.0
60,0,10,10,IBR,15000000.0
96,0,16,16,IBR,8000000.0
84,0,14,14,IBR,16500000.0
60,0,10,10,IBR,5000000.0
60,0,10,10,IBR,15000000.0
36,3,6,3,IBR,3800000.0
12,11,12,1,IBR,1500000.0
12,11,12,1,IBR,11400000.0
12,11,12,1,IBR,25000000.0
12,11,12,1,IBR,137500.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,12000000.0
12,11,12,1,IBR,1000000.0
12,11,12,1,IBR,50000000.0
12,11,12,1,IBR,6900000.0
12,11,12,1,IBR,19764775.0
6,5,6,1,IBR,3500000.0
36,0,36,36,IBR,12480000.0
6,5,6,1,IBR,13000000.0
60,9,10,1,IBR,50000000.0
36,0,36,36,IBR,300000000.0
2,0,1,1,IBR,13135376.0
24,0,4,4,IBR,10000000.0
12,0,12,12,IBR,19500000.0
12,0,12,12,IBR,3000000.0
2,0,2,2,IBR,8500000.0
12,11,12,1,IBR,600000.0
12,11,12,1,IBR,14000000.0
18,0,3,3,IBR,150478795.0
13,0,12,12,IBR,1600320.0
13,0,12,12,IBR,2133440.0
13,0,12,12,IBR,1140724.0
13,0,12,12,IBR,1520400.0
12,0,12,12,IBR,2133440.0
13,0,12,12,IBR,1076320.0
15,0,15,15,IBR,1604000.0
6,0,6,6,IBR,862160.0
13,0,12,12,IBR,2033600.0
19,0,18,18,IBR,3179280.0
19,0,18,18,IBR,916720.0
19,0,18,18,IBR,2500000.0
19,0,18,18,IBR,3030000.0
19,0,18,18,IBR,1650000.0
11,0,10,10,IBR,2836000.0
13,0,12,12,IBR,1133440.0
11,0,10,10,IBR,1121270.0
18,0,1,1,IBR,9000000.0
24,1,2,1,IBR,8000000.0
6,0,1,1,IBR,32200000.0
59,5,10,5,IBR,10791614.0
60,0,10,10,IBR,20000000.0
84,2,14,12,IBR,35000000.0
36,2,6,4,IBR,5000000.0
42,0,7,7,DTF,9522091.0
18,0,1,1,IBR,2950000.0
23,0,22,22,IBR,3200000.0
12,0,12,12,IBR,2000000.0
12,0,12,12,IBR,4230568.0
60,2,10,8,IBR,13000000.0
84,2,14,12,IBR,25000000.0
24,0,24,24,IBR,5700000.0
36,0,6,6,IBR,4000000.0
36,0,6,6,IBR,10000000.0
95,10,16,6,IBR,10000000.0
18,0,1,1,IBR,22000000.0
23,22,23,1,IBR,3378595.0
12,11,12,1,IBR,688950.0
36,0,6,6,IBR,6000000.0
120,6,20,14,IBR,12000000.0
120,6,20,14,IBR,15000000.0
120,4,20,16,IBR,20000000.0
23,1,4,3,DTF,3981242.0
72,2,12,10,IBR,16000000.0
13,0,12,12,IBR,1000000.0
60,0,10,10,IBR,15000000.0
36,0,3,3,IBR,4250000.0
84,8,14,6,IBR,9600000.0
12,0,12,12,IBR,749980.0
24,2,4,2,DTF,6694675.0
10,0,1,1,IBR,15000000.0
36,0,6,6,IBR,11000000.0
51,4,9,5,DTF,4681414.0
24,2,4,2,DTF,11087460.0
36,0,36,36,IBR,15000000.0
72,2,12,10,IBR,85000000.0
72,0,12,12,IBR,12000000.0
8,0,1,1,IBR,10150000.0
48,0,8,8,IBR,29582718.0
12,0,1,1,IBR,20000000.0
36,0,6,6,IBR,15000000.0
36,0,6,6,IBR,4000000.0
18,0,1,1,IBR,12000000.0
8,0,1,1,IBR,25000000.0
8,0,1,1,IBR,20000000.0
10,0,1,1,IBR,30000000.0
82,6,13,7,IBR,15997709.0
72,0,12,12,IBR,15000000.0
24,0,24,24,IBR,1500000000.0
36,0,36,36,IBR,200000000.0
36,0,36,36,IBR,600000000.0
36,0,36,36,IBR,266000000.0
12,0,2,2,IBR,12500000.0
36,0,36,36,IBR,200000000.0
6,0,1,1,IBR,162696099.0
36,0,6,6,IBR,328000000.0
17,0,3,3,IBR,32488732.0
60,0,60,60,IBR,34367200.0
7,0,6,6,IBR,1333224.0
24,0,24,24,IBR,3027136.0
25,0,24,24,IBR,2377136.0
6,0,6,6,IBR,2119384.0
7,0,6,6,IBR,3000000.0
6,0,6,6,IBR,550000.0
8,0,8,8,IBR,750000.0
16,0,15,15,IBR,3459665.0
19,0,18,18,IBR,3295400.0
12,0,12,12,IBR,1304768.0
12,0,12,12,IBR,3213600.0
12,0,12,12,IBR,1000000.0
25,0,24,24,IBR,6027136.0
17,0,17,17,IBR,5450321.0
25,1,5,4,IBR,5935665.0
120,2,20,18,IBR,25000000.0
12,0,0,0,IBR,42000000.0
12,11,12,1,IBR,395717.0
36,0,36,36,IBR,600000000.0
72,2,12,10,IBR,30000000.0
12,0,1,1,IBR,3151996.0
13,0,12,12,IBR,2124000.0
108,2,18,16,IBR,12000000.0
12,11,12,1,IBR,5000000.0
36,0,3,3,IBR,3500000.0
36,0,6,6,IBR,68071400.0
60,2,10,8,IBR,8000000.0
12,0,12,12,IBR,1100000.0
24,0,4,4,DTF,7740993.0
120,14,20,6,IBR,7500000.0
72,7,12,5,IBR,16500000.0
36,0,6,6,IBR,11500000.0
132,8,22,14,IBR,9500000.0
12,11,12,1,IBR,5500000.0
10,0,1,1,IBR,10730000.0
36,0,6,6,IBR,5500000.0
90,9,15,6,IBR,22000000.0
96,9,15,6,IBR,15000000.0
36,0,6,6,IBR,3800000.0
66,7,11,4,IBR,5000000.0
36,0,6,6,IBR,32436000.0
60,5,10,5,IBR,20000000.0
3,0,3,3,IBR,100000000.0
84,2,14,12,IBR,15000000.0
12,0,12,12,IBR,2500000.0
36,35,36,1,IBR,11500000.0
43,4,8,4,DTF,6537251.0
60,15,61,46,IBR,15000000.0
59,0,59,59,IBR,124596861.0
60,2,10,8,IBR,15000000.0
36,0,6,6,IBR,3850000.0
36,0,3,3,IBR,2100000.0
12,0,12,12,IBR,1171980.0
94,10,16,6,IBR,8000000.0
48,1,8,7,DTF,5147549.0
36,0,12,12,IBR,100000000.0
60,0,10,10,IBR,14000000.0
60,5,10,5,IBR,20000000.0
47,0,8,8,DTF,3714260.0
12,0,4,4,IBR,3093180.0
72,2,12,10,IBR,15000000.0
36,0,3,3,IBR,3200000.0
11,0,1,1,IBR,6000000.0
10,0,1,1,IBR,17500000.0
68,0,6,6,DTF,5142870.0
96,2,16,14,IBR,18000000.0
18,0,3,3,DTF,17451282.0
16,0,5,5,IBR,6228500.0
22,0,22,22,IBR,2500000.0
12,0,12,12,IBR,1000000.0
23,0,22,22,IBR,2500000.0
13,0,12,12,IBR,1200000.0
23,0,22,22,IBR,2700000.0
15,0,14,14,IBR,1100000.0
58,1,58,57,IBR,30770000.0
59,1,59,58,IBR,56609000.0
58,1,58,57,IBR,457462000.0
35,0,35,35,IBR,138527900.0
15,0,15,15,IBR,2577221.0
15,0,15,15,IBR,2577221.0
18,0,18,18,IBR,2603631.0
12,0,12,12,IBR,2518930.0
36,3,6,3,IBR,2000000.0
72,7,12,5,IBR,38000000.0
180,15,30,15,IBR,55000000.0
54,5,9,4,IBR,12498939.0
58,57,58,1,IBR,68589238.0
24,0,4,4,IBR,7360000.0
72,0,72,72,IBR,149400000.0
32,1,6,5,DTF,5520000.0
18,1,3,2,DTF,5713862.0
23,4,8,4,DTF,163196026.0
120,6,20,14,IBR,500000000.0
60,0,10,10,IBR,60000000.0
36,35,36,1,IBR,1055710.0
10,0,1,1,IBR,8740000.0
72,2,12,10,IBR,30000000.0
10,0,1,1,IBR,18360000.0
18,0,1,1,IBR,15000000.0
8,0,1,1,IBR,460000000.0
25,0,8,8,IBR,9400000.0
19,0,18,18,IBR,9601231.0
66,30,66,36,IBR,448548992.0
60,0,10,10,IBR,5000000.0
36,0,6,6,IBR,3300000.0
18,0,3,3,IBR,4000000.0
84,2,14,12,IBR,16000000.0
42,0,7,7,DTF,14121477.0
36,0,6,6,IBR,7000000.0
18,0,18,18,IBR,2107100.0
58,1,10,9,DTF,8896387.0
19,0,18,18,IBR,2189770.0
60,6,10,4,IBR,16000000.0
96,2,16,14,IBR,40000000.0
12,0,12,12,IBR,1249980.0
18,0,18,18,IBR,2036000.0
36,0,39,39,IBR,375000000.0
60,0,10,10,IBR,9000000.0
36,35,36,1,IBR,18800.0
36,0,12,12,IBR,20000000.0
20,0,20,20,IBR,2620000.0
36,0,6,6,IBR,6000000.0
48,2,8,6,IBR,9000000.0
12,11,12,1,IBR,10000000.0
18,0,18,18,IBR,2284634.0
60,0,10,10,IBR,10000000.0
78,6,13,7,IBR,9429117.0
48,1,8,7,DTF,10848668.0
36,0,6,6,IBR,18000000.0
10,1,2,1,DTF,676914.0
72,2,12,10,IBR,6000000.0
12,11,12,1,IBR,8000000.0
60,2,10,8,IBR,102900000.0
120,2,20,18,IBR,10087000.0
46,1,8,7,DTF,13372430.0
13,0,12,12,IBR,1607600.0
36,3,36,33,IBR,100000000.0
47,4,8,4,DTF,5677163.0
59,5,10,5,IBR,23684487.0
6,0,1,1,IBR,9751954.0
36,0,6,6,IBR,5000000.0
19,0,15,15,IBR,3352332.0
60,2,10,8,IBR,160000000.0
84,2,14,12,IBR,15000000.0
12,11,12,1,IBR,23000000.0
89,8,15,7,IBR,8200000.0
89,9,15,6,IBR,21500000.0
60,0,10,10,IBR,8000000.0
60,0,10,10,IBR,8000000.0
19,0,18,18,IBR,1574970.0
12,11,12,1,IBR,2000000.0
36,0,36,36,IBR,231851195.0
8,0,1,1,IBR,10400000.0
24,3,4,1,IBR,20000000.0
23,0,22,22,IBR,3100000.0
84,2,14,12,IBR,15000000.0
12,0,12,12,IBR,2033000.0
12,11,12,1,IBR,15000000.0
36,0,6,6,IBR,3500000.0
18,0,1,1,IBR,10000000.0
36,0,36,36,IBR,200000000.0
19,0,18,18,IBR,2074970.0
84,4,14,10,IBR,50000000.0
60,0,10,10,IBR,12000000.0
36,0,6,6,IBR,1800000.0
10,0,1,1,IBR,15000000.0
60,0,10,10,IBR,11000000.0
10,0,1,1,IBR,13500000.0
12,11,12,1,IBR,800000.0
36,0,6,6,IBR,20000000.0
84,7,14,7,IBR,150000000.0
54,6,9,3,IBR,2296000.0
144,6,24,18,IBR,9275000.0
13,0,12,12,IBR,765200.0
18,17,18,1,IBR,1992800.0
