plazo,periodo_gracia,cuotas,cuotas_capital,tasa_indexacion,valor_credito
36,0,6,6,IBR,15000000.0
10,0,1,1,IBR,7000000.0
86,9,15,6,IBR,15000000.0
18,0,18,18,IBR,2680454.0
24,0,24,24,IBR,3423294.0
18,0,18,18,IBR,2280888.0
24,0,24,24,IBR,4815454.0
18,0,18,18,IBR,2502979.0
12,0,12,12,IBR,2262484.0
60,0,21,21,IBR,5000000.0
48,2,8,6,IBR,200000000.0
36,0,6,6,IBR,8000000.0
12,0,12,12,IBR,1124000.0
24,0,23,23,IBR,5655680.0
24,0,4,4,IBR,2700640.0
12,0,12,12,IBR,1126320.0
13,0,12,12,IBR,2076320.0
25,0,24,24,IBR,5267200.0
19,0,18,18,IBR,1650400.0
12,0,12,12,IBR,1576320.0
23,0,23,23,IBR,4146280.0
24,0,24,24,IBR,4071600.0
19,0,18,18,IBR,3085680.0
96,2,16,14,IBR,20000000.0
96,2,16,14,IBR,12000000.0
26,25,26,1,IBR,2638000.0
12,0,12,12,IBR,789100.0
25,0,24,24,IBR,3200000.0
10,0,1,1,IBR,8300000.0
36,0,6,6,IBR,3500000.0
72,2,12,10,IBR,17000000.0
24,0,8,8,IBR,2000000.0
60,0,10,10,IBR,3200000.0
72,2,12,10,IBR,9000000.0
13,0,12,12,IBR,1140724.0
36,0,6,6,IBR,7000000.0
80,9,14,5,IBR,10000000.0
60,0,10,10,IBR,7500000.0
36,0,6,6,IBR,10000000.0
68,6,13,7,IBR,3500000.0
12,0,0,0,IBR,1926000.0
10,0,1,1,IBR,10000000.0
24,0,24,24,IBR,3200000.0
13,0,12,12,IBR,1100000.0
4,0,3,3,IBR,550000.0
12,0,12,12,IBR,1100000.0
9,0,8,8,IBR,1200000.0
19,0,18,18,IBR,1977960.0
13,0,12,12,IBR,1000000.0
12,0,12,12,IBR,1100000.0
6,0,6,6,IBR,1079173.0
10,0,10,10,IBR,5756590.0
10,0,10,10,IBR,1191889.0
12,0,12,12,IBR,1325057.0
12,0,12,12,IBR,1813407.0
12,0,12,12,IBR,3368052.0
12,0,12,12,IBR,4548514.0
12,0,12,12,IBR,3383121.0
12,0,12,12,IBR,3500115.0
12,0,12,12,IBR,2807734.0
12,0,12,12,IBR,2524214.0
12,0,12,12,IBR,1911224.0
12,0,12,12,IBR,1341111.0
36,3,6,3,IBR,1750000.0
60,0,10,10,IBR,10000000.0
84,2,14,12,IBR,15000000.0
36,0,12,12,IBR,10000000.0
36,2,6,4,IBR,6000000.0
24,1,2,1,IBR,50000000.0
84,0,84,84,IBR,10000000.0
10,0,1,1,IBR,3500000.0
84,2,14,12,IBR,15000000.0
36,0,6,6,IBR,11000000.0
60,2,10,8,IBR,20000000.0
144,6,24,18,IBR,12600000.0
36,1,6,5,IBR,24000000.0
70,7,12,5,IBR,7439048.0
84,2,14,12,IBR,11000000.0
36,0,6,6,IBR,4000000.0
69,6,11,5,IBR,7800000.0
84,0,14,14,IBR,7000000.0
19,0,18,18,IBR,3410000.0
24,1,4,3,IBR,12000000.0
25,0,24,24,IBR,4400000.0
36,0,6,6,IBR,3500000.0
12,11,12,1,IBR,25000000.0
72,0,12,12,IBR,4000000.0
25,0,24,24,IBR,3250000.0
88,8,15,7,IBR,8000000.0
12,11,12,1,IBR,7000000.0
84,0,14,14,IBR,35000000.0
13,0,12,12,IBR,1540400.0
24,0,4,4,IBR,25500000.0
12,11,12,1,IBR,15000000.0
84,0,14,14,IBR,22000000.0
18,0,3,3,DTF,2145194.0
18,0,18,18,IBR,1834885.0
41,0,7,7,DTF,7554906.0
24,0,4,4,IBR,10374000.0
12,0,12,12,IBR,1240728.0
96,0,16,16,IBR,20000000.0
80,8,13,5,IBR,24800000.0
72,2,12,10,IBR,4000000.0
12,11,12,1,IBR,20000000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,1000000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,60000000.0
12,11,12,1,IBR,16500000.0
12,11,12,1,IBR,119500000.0
12,11,12,1,IBR,10000000.0
12,11,12,1,IBR,30000000.0
12,11,12,1,IBR,10000000.0
36,5,6,1,IBR,5000000.0
6,5,6,1,IBR,3500000.0
6,5,6,1,IBR,100000.0
6,5,6,1,IBR,100000000.0
3,0,1,1,IBR,300000000.0
6,5,6,1,IBR,5000000.0
60,0,60,60,IBR,1025792305.0
24,3,4,1,IBR,200000000.0
12,0,12,12,IBR,2524214.0
19,1,4,3,IBR,9843443.0
69,8,13,5,IBR,18000000.0
36,3,7,4,IBR,1200000.0
54,0,10,10,IBR,11813071.0
12,0,12,12,IBR,1702166.0
12,0,12,12,IBR,1130320.0
12,0,12,12,IBR,2250956.0
12,0,12,12,IBR,1921994.0
12,0,12,12,IBR,2534984.0
10,0,10,10,IBR,1277927.0
24,0,24,24,IBR,8776805.0
73,7,12,5,IBR,11640000.0
13,0,12,12,IBR,4150000.0
19,0,18,18,IBR,2200000.0
15,0,14,14,IBR,1300000.0
13,0,12,12,IBR,2500000.0
12,0,12,12,IBR,900000.0
12,0,12,12,IBR,1600000.0
19,0,18,18,IBR,2000000.0
12,11,12,1,IBR,69600.0
12,11,12,1,IBR,155900.0
12,11,12,1,IBR,15000000.0
12,11,12,1,IBR,6500000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,18000000.0
12,11,12,1,IBR,8400000.0
19,0,19,19,IBR,7988683.0
19,0,19,19,IBR,8505503.0
19,0,19,19,IBR,8101537.0
25,0,25,25,IBR,10099850.0
33,0,7,7,IBR,4100000.0
72,18,73,55,IBR,25000000.0
60,15,61,46,IBR,18000000.0
26,1,26,25,IBR,18750040.0
36,0,36,36,IBR,78000000.0
36,0,36,36,IBR,100000000.0
24,0,24,24,IBR,250000000.0
96,1,8,7,IBR,50000000.0
60,2,10,8,IBR,48500000.0
19,0,18,18,IBR,2080400.0
16,0,15,15,IBR,1395400.0
13,0,12,12,IBR,1576320.0
24,23,24,1,IBR,4000000.0
36,0,36,36,IBR,10000000.0
36,0,36,36,IBR,280000000.0
12,1,2,1,DTF,3919597.0
24,1,2,1,IBR,7530000.0
74,7,12,5,IBR,14000000.0
60,2,10,8,IBR,7700000.0
72,2,12,10,IBR,20000000.0
84,2,14,12,IBR,15000000.0
72,2,12,10,IBR,10000000.0
14,0,1,1,IBR,20000000.0
36,0,12,12,IBR,4835964.0
12,11,12,1,IBR,1000000.0
12,11,12,1,IBR,279000.0
12,11,12,1,IBR,87100.0
12,11,12,1,IBR,3000000.0
12,11,12,1,IBR,10000000.0
72,0,12,12,IBR,35600000.0
3,0,3,3,IBR,250000.0
96,2,16,14,IBR,10000000.0
8,0,1,1,IBR,25000000.0
36,0,36,36,IBR,100000000.0
72,2,12,10,IBR,11000000.0
12,0,1,1,IBR,23240000.0
60,0,10,10,IBR,18000000.0
92,9,15,6,IBR,6000000.0
19,0,1,1,IBR,4500000.0
19,0,18,18,IBR,3124970.0
18,0,18,18,IBR,2074970.0
36,35,36,1,IBR,3198000.0
10,0,1,1,IBR,7000000.0
84,2,14,12,IBR,8000000.0
18,17,18,1,IBR,3172800.0
60,0,10,10,IBR,12000000.0
60,5,10,5,IBR,5000000.0
96,2,16,14,IBR,80000000.0
80,7,13,6,IBR,7800000.0
7,1,2,1,IBR,1915298.0
11,0,2,2,DTF,2964757.0
36,0,6,6,IBR,50000000.0
36,0,6,6,IBR,35000000.0
6,0,1,1,IBR,32599285.0
57,0,10,10,IBR,4500000.0
30,0,5,5,IBR,6667802.0
23,0,4,4,IBR,3428464.0
12,0,2,2,IBR,1571939.0
131,4,22,18,IBR,3880000.0
10,0,1,1,IBR,8000000.0
36,0,6,6,IBR,10000000.0
72,2,12,10,IBR,20000000.0
12,0,1,1,IBR,20000000.0
12,0,1,1,IBR,25000000.0
72,2,12,10,IBR,6000000.0
60,0,10,10,IBR,8000000.0
36,0,36,36,IBR,10000000.0
24,0,4,4,IBR,5500000.0
84,8,13,5,IBR,7075200.0
90,9,15,6,IBR,7000000.0
36,0,6,6,IBR,30000000.0
72,2,12,10,IBR,15000000.0
67,7,11,4,IBR,12000000.0
84,2,14,12,IBR,30000000.0
96,2,16,14,IBR,30000000.0
84,0,14,14,IBR,25000000.0
96,2,16,14,IBR,11000000.0
79,8,13,5,IBR,14000000.0
60,2,10,8,IBR,34300000.0
72,2,12,10,IBR,10000000.0
36,0,12,12,IBR,26000000.0
72,2,12,10,IBR,20000000.0
36,0,6,6,IBR,9971481.0
60,1,10,9,IBR,20000000.0
72,2,12,10,IBR,40000000.0
36,0,6,6,IBR,20000000.0
30,0,5,5,IBR,12566262.0
127,3,21,18,IBR,7200000.0
66,7,11,4,IBR,6500000.0
84,2,14,12,IBR,60000000.0
72,2,12,10,IBR,30000000.0
84,2,14,12,IBR,50000000.0
72,2,12,10,IBR,15000000.0
72,2,12,10,IBR,30000000.0
60,2,10,8,IBR,8000000.0
60,0,10,10,IBR,12000000.0
60,0,10,10,IBR,33000000.0
60,0,10,10,IBR,20000000.0
12,0,1,1,IBR,20000000.0
12,0,1,1,IBR,12000000.0
10,0,1,1,IBR,23000000.0
18,0,1,1,IBR,10000000.0
60,0,10,10,IBR,8000000.0
10,0,1,1,IBR,6000000.0
19,0,18,18,IBR,5381256.0
72,2,24,22,IBR,9000000.0
84,0,14,14,IBR,15000000.0
36,0,36,36,IBR,60000000.0
25,0,24,24,IBR,3100000.0
23,0,22,22,IBR,2200000.0
23,0,22,22,IBR,3000000.0
22,0,22,22,IBR,2200000.0
22,0,22,22,IBR,3300000.0
22,0,22,22,IBR,3250000.0
12,0,12,12,IBR,1343600.0
6,0,6,6,IBR,3250000.0
18,0,18,18,IBR,2431982.0
13,0,12,12,IBR,1000000.0
24,0,24,24,IBR,4368000.0
30,28,29,1,IBR,17840300.0
18,16,17,1,IBR,15650980.0
24,22,23,1,IBR,3075976.0
24,22,23,1,IBR,5575976.0
18,16,17,1,IBR,2015400.0
36,34,35,1,IBR,4709564.0
11,10,11,1,IBR,1363600.0
20,18,19,1,IBR,2356000.0
24,22,23,1,IBR,5575976.0
36,0,6,6,IBR,11250000.0
96,2,16,14,IBR,10000000.0
84,0,14,14,IBR,8000000.0
82,7,13,6,IBR,12000000.0
60,0,10,10,IBR,25000000.0
36,0,12,12,IBR,18000000.0
60,0,10,10,IBR,11000000.0
96,2,16,14,IBR,20000000.0
36,3,6,3,IBR,3000000.0
84,2,14,12,IBR,30000000.0
96,2,16,14,IBR,18000000.0
60,0,10,10,IBR,20000000.0
74,8,13,5,IBR,10000000.0
60,2,10,8,IBR,3000000.0
60,0,10,10,IBR,25000000.0
36,0,6,6,IBR,5000000.0
36,0,6,6,IBR,6000000.0
72,2,12,10,IBR,12000000.0
36,0,6,6,IBR,3000000.0
72,0,12,12,IBR,12000000.0
18,0,18,18,IBR,2573050.0
13,0,12,12,IBR,700000.0
12,11,12,1,IBR,25000000.0
16,0,15,15,IBR,1200000.0
36,0,6,6,IBR,289000000.0
72,2,12,10,IBR,6000000.0
19,0,18,18,IBR,3189770.0
94,10,16,6,IBR,12000000.0
18,0,18,18,IBR,1225900.0
19,0,18,18,IBR,2599900.0
13,1,2,1,IBR,1963272.0
72,0,12,12,IBR,12000000.0
19,0,18,18,IBR,2124970.0
36,0,6,6,IBR,10000000.0
12,0,1,1,IBR,10000000.0
78,8,13,5,IBR,20000000.0
12,0,1,1,IBR,11140000.0
36,0,6,6,IBR,1400000.0
72,2,12,10,IBR,30000000.0
10,0,1,1,IBR,5000000.0
12,11,12,1,IBR,8000000.0
60,0,60,60,IBR,20250000.0
5,0,1,1,IBR,139254431.0
24,0,24,24,IBR,85000000.0
12,0,2,2,IBR,300000000.0
9,0,3,3,IBR,143754484.0
36,0,36,36,IBR,213938000.0
29,0,5,5,IBR,119309410.0
24,0,24,24,IBR,2508701.0
24,0,24,24,IBR,4008119.0
14,0,14,14,IBR,2638282.0
18,0,18,18,IBR,3936882.0
18,0,18,18,IBR,3862541.0
18,0,18,18,IBR,3920211.0
12,0,12,12,IBR,3761109.0
14,0,13,13,IBR,1300000.0
7,0,6,6,IBR,2000000.0
24,0,24,24,IBR,2000000.0
13,0,12,12,IBR,850000.0
16,0,15,15,IBR,1559985.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,1500000.0
24,0,4,4,IBR,10000000.0
13,0,13,13,IBR,2180200.0
18,0,18,18,IBR,1587970.0
19,0,6,6,IBR,1539770.0
24,23,24,1,IBR,3236360.0
10,0,1,1,IBR,21930000.0
12,11,12,1,IBR,8876000.0
12,11,12,1,IBR,7284952.0
15,0,15,15,IBR,1213405.0
60,0,10,10,IBR,100000000.0
36,0,6,6,IBR,10000000.0
16,0,15,15,IBR,1600000.0
68,8,12,4,IBR,5000000.0
8,0,1,1,IBR,200000000.0
60,0,10,10,IBR,8000000.0
18,0,18,18,IBR,2200000.0
24,23,24,1,IBR,6100800.0
84,2,14,12,IBR,10000000.0
144,8,24,16,IBR,7500000.0
63,7,11,4,IBR,8000000.0
120,2,20,18,IBR,30000000.0
36,0,6,6,IBR,6000000.0
36,0,6,6,IBR,23428000.0
96,0,16,16,IBR,20000000.0
72,0,12,12,IBR,10000000.0
12,0,1,1,IBR,25000000.0
64,6,11,5,IBR,12000000.0
10,0,1,1,IBR,17920000.0
36,0,6,6,IBR,1850000.0
18,0,18,18,IBR,2500000.0
36,0,6,6,IBR,25000000.0
76,8,13,5,IBR,8000000.0
10,0,1,1,IBR,35000000.0
60,2,10,8,IBR,14000000.0
60,0,10,10,IBR,10700000.0
77,0,14,14,DTF,5820066.0
107,0,10,10,DTF,9137935.0
18,1,4,3,DTF,2501817.0
36,0,36,36,IBR,70000000.0
69,7,12,5,IBR,7000000.0
73,6,12,6,IBR,4600000.0
60,0,20,20,IBR,11000000.0
11,0,1,1,IBR,1372800.0
96,2,16,14,IBR,10000000.0
36,2,6,4,IBR,20000000.0
36,0,6,6,IBR,7000000.0
72,2,12,10,IBR,21000000.0
12,11,13,2,IBR,32000000.0
17,0,16,16,IBR,1200000.0
36,0,6,6,IBR,5000000.0
84,2,14,12,IBR,30000000.0
10,0,10,10,IBR,984627.0
84,2,14,12,IBR,16000000.0
36,2,6,4,IBR,10000000.0
120,2,20,18,IBR,70000000.0
13,0,4,4,IBR,950160.0
36,0,6,6,IBR,8000000.0
25,0,24,24,IBR,4200000.0
96,9,16,7,IBR,22000000.0
36,3,6,3,IBR,2500000.0
60,0,10,10,IBR,17000000.0
36,3,6,3,IBR,3000000.0
36,3,6,3,IBR,2600000.0
36,0,6,6,IBR,1500000.0
70,2,6,4,DTF,3285000.0
36,0,3,3,IBR,4000000.0
60,0,10,10,IBR,12500000.0
72,2,12,10,IBR,15000000.0
12,0,12,12,DTF,1000556.0
12,0,0,0,DTF,60000000.0
12,0,0,0,DTF,60000000.0
12,0,1,1,IBR,12000000.0
12,0,0,0,DTF,500000.0
24,0,4,4,IBR,3200000.0
35,0,35,35,DTF,6000000.0
12,0,0,0,DTF,6000000.0
101,2,9,7,DTF,10000000.0
12,0,0,0,DTF,25000000.0
10,0,1,1,IBR,11900000.0
24,0,24,24,IBR,5575976.0
17,0,16,16,IBR,1883984.0
24,0,24,24,IBR,2377200.0
24,0,24,24,IBR,5000000.0
24,0,24,24,IBR,4200000.0
22,0,22,22,IBR,3200000.0
17,0,17,17,IBR,2650000.0
8,0,7,7,IBR,1100000.0
19,0,18,18,IBR,2200000.0
25,0,24,24,IBR,6000000.0
23,0,22,22,IBR,3400000.0
16,0,15,15,IBR,4200000.0
9,0,8,8,IBR,1400000.0
13,0,12,12,IBR,1200000.0
8,0,1,1,IBR,70000000.0
92,0,92,92,IBR,163603378.0
34,0,34,34,IBR,337097984.0
72,2,12,10,IBR,15000000.0
36,0,6,6,IBR,10100000.0
24,1,2,1,IBR,200000000.0
72,0,12,12,IBR,20000000.0
19,0,18,18,IBR,1772800.0
12,0,2,2,IBR,3000000.0
72,2,12,10,IBR,7500000.0
19,0,18,18,IBR,2000000.0
22,21,22,1,IBR,3138000.0
36,0,6,6,IBR,3650000.0
36,0,3,3,IBR,1230000.0
84,2,14,12,IBR,11000000.0
12,11,12,1,IBR,695000.0
30,0,5,5,IBR,17388760.0
18,0,3,3,DTF,3233643.0
72,0,12,12,IBR,11800000.0
10,0,1,1,IBR,5000000.0
36,0,6,6,IBR,20000000.0
72,2,12,10,IBR,12000000.0
96,2,16,14,IBR,30000000.0
12,0,1,1,IBR,15000000.0
120,6,20,14,IBR,7000000.0
71,0,6,6,DTF,7193915.0
36,0,12,12,IBR,6000000.0
84,2,14,12,IBR,10000000.0
36,0,6,6,IBR,2950000.0
60,0,10,10,IBR,6000000.0
16,0,3,3,IBR,1649198.0
120,8,20,12,IBR,12000000.0
36,0,6,6,IBR,2700000.0
9,0,1,1,IBR,8500000.0
60,3,60,57,IBR,8300000.0
118,0,10,10,DTF,14305571.0
10,0,1,1,IBR,35000000.0
67,5,11,6,IBR,12000000.0
72,2,12,10,IBR,7000000.0
18,0,1,1,IBR,5000000.0
92,10,16,6,IBR,5500000.0
72,4,24,20,IBR,32000000.0
36,0,6,6,IBR,25000000.0
36,0,6,6,IBR,12000000.0
14,0,1,1,IBR,20000000.0
60,0,10,10,IBR,10000000.0
96,2,16,14,IBR,15000000.0
36,0,6,6,IBR,5000000.0
36,3,6,3,IBR,3500000.0
64,17,65,48,IBR,6000000.0
36,0,3,3,IBR,2400000.0
89,9,15,6,IBR,4500000.0
84,2,14,12,IBR,8000000.0
6,0,1,1,DTF,822170.0
52,5,9,4,DTF,5009582.0
60,0,10,10,IBR,50000000.0
120,4,20,16,IBR,20000000.0
60,2,10,8,IBR,10000000.0
96,2,16,14,IBR,9000000.0
60,0,10,10,IBR,11000000.0
36,0,6,6,IBR,10000000.0
17,1,3,2,DTF,4761384.0
60,2,10,8,IBR,21000000.0
36,0,6,6,IBR,5000000.0
13,0,12,12,IBR,754000.0
5,0,1,1,DTF,733308.0
72,2,12,10,IBR,5500000.0
36,0,6,6,IBR,15000000.0
24,0,24,24,IBR,200000000.0
86,8,14,6,IBR,5000000.0
16,0,16,16,IBR,1500000.0
13,0,12,12,IBR,821980.0
60,2,10,8,IBR,3000000.0
14,0,1,1,IBR,3000000.0
60,0,10,10,IBR,15000000.0
23,0,23,23,IBR,4433795.0
60,0,10,10,IBR,18950000.0
36,2,6,4,IBR,100000000.0
36,0,6,6,IBR,3500000.0
96,1,15,14,IBR,20000000.0
36,0,6,6,IBR,20000000.0
72,2,12,10,IBR,17000000.0
36,0,6,6,IBR,11000000.0
36,0,6,6,IBR,2890000.0
92,9,15,6,IBR,7000000.0
11,0,1,1,DTF,5921330.0
8,0,1,1,DTF,4344370.0
12,10,11,1,IBR,1200000.0
6,5,6,1,IBR,14300000.0
60,0,10,10,IBR,22500000.0
36,35,36,1,IBR,15357.0
24,23,24,1,IBR,5000000.0
6,5,6,1,IBR,397000.0
1,0,1,1,IBR,22000000.0
84,2,14,12,IBR,200000000.0
60,0,10,10,IBR,150000000.0
84,2,14,12,IBR,30000000.0
12,0,1,1,IBR,20000000.0
6,5,6,1,IBR,55279086.0
6,0,1,1,IBR,1281830624.0
36,0,36,36,IBR,500000000.0
24,0,24,24,IBR,37000000.0
36,0,36,36,IBR,500000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,1000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,35000000.0
10,0,1,1,IBR,5000000.0
60,0,10,10,IBR,15000000.0
36,0,6,6,IBR,10000000.0
72,0,12,12,IBR,15000000.0
36,0,6,6,IBR,12000000.0
10,0,1,1,IBR,6000000.0
10,0,1,1,IBR,31000000.0
60,0,10,10,IBR,17000000.0
60,2,10,8,IBR,8000000.0
58,6,10,4,IBR,15999431.0
47,4,8,4,IBR,11837376.0
24,0,4,4,IBR,12000000.0
72,2,12,10,IBR,12630000.0
24,2,4,2,IBR,20000000.0
18,0,1,1,IBR,1680000.0
36,0,6,6,IBR,5000000.0
36,0,6,6,IBR,2900000.0
36,0,6,6,IBR,2000000.0
36,0,6,6,IBR,3700000.0
36,0,6,6,IBR,2500000.0
36,0,6,6,IBR,4000000.0
36,0,6,6,IBR,2950000.0
36,0,6,6,IBR,3800000.0
76,7,12,5,IBR,10000000.0
82,8,13,5,IBR,7000000.0
72,2,12,10,IBR,3000000.0
96,2,16,14,IBR,18000000.0
96,2,16,14,IBR,25000000.0
120,2,20,18,IBR,20000000.0
84,2,14,12,IBR,12000000.0
72,2,12,10,IBR,11700000.0
70,7,11,4,IBR,8000000.0
84,2,14,12,IBR,20000000.0
94,9,16,7,IBR,25000000.0
88,8,14,6,IBR,12000000.0
72,2,12,10,IBR,11700000.0
24,0,4,4,IBR,6599069.0
64,6,10,4,IBR,4370000.0
144,6,24,18,IBR,9800000.0
36,0,6,6,IBR,5000000.0
10,0,1,1,IBR,20800000.0
60,2,10,8,IBR,12000000.0
60,2,10,8,IBR,20000000.0
76,7,12,5,IBR,5520000.0
16,0,1,1,IBR,3000000.0
60,2,10,8,IBR,4000000.0
24,2,4,2,IBR,9561484.0
24,0,4,4,IBR,6000000.0
30,0,5,5,IBR,9279164.0
30,0,5,5,IBR,5821849.0
36,0,6,6,IBR,10431504.0
5,0,1,1,IBR,1734590.0
8,0,1,1,IBR,200000000.0
59,1,11,10,IBR,26000000.0
41,0,7,7,IBR,15495603.0
60,0,10,10,IBR,45000000.0
24,0,2,2,IBR,13000000.0
12,0,1,1,IBR,5000000.0
72,2,12,10,IBR,10000000.0
60,0,10,10,IBR,20000000.0
12,11,13,2,IBR,16792000.0
36,0,6,6,IBR,21000000.0
72,4,24,20,IBR,25000000.0
36,0,6,6,IBR,17500000.0
12,11,12,1,IBR,1000000.0
13,0,12,12,IBR,1096320.0
13,0,12,12,IBR,1737120.0
19,0,18,18,IBR,3150480.0
19,0,18,18,IBR,3679280.0
16,0,15,15,IBR,2042000.0
19,0,18,18,IBR,3150480.0
6,0,6,6,IBR,3179280.0
13,0,12,12,IBR,2053600.0
18,0,18,18,IBR,2424800.0
25,0,24,24,IBR,4200000.0
25,0,24,24,IBR,3550000.0
7,0,6,6,IBR,3000000.0
13,0,12,12,IBR,2402932.0
13,0,12,12,IBR,1150000.0
19,0,18,18,IBR,2014350.0
12,11,12,1,IBR,377822.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,25000000.0
12,11,12,1,IBR,8000000.0
12,11,12,1,IBR,48000000.0
12,11,12,1,IBR,1500000.0
12,11,12,1,IBR,10300000.0
12,11,12,1,IBR,5000000.0
12,11,12,1,IBR,200000.0
12,11,12,1,IBR,2000000.0
12,11,12,1,IBR,56000000.0
60,0,10,10,IBR,20000000.0
21,0,21,21,IBR,2019960.0
36,0,35,35,IBR,7270900.0
25,0,24,24,IBR,28185760.0
24,0,23,23,IBR,5311480.0
60,0,10,10,IBR,80000000.0
36,0,36,36,IBR,150000000.0
36,0,36,36,IBR,90000000.0
6,0,6,6,IBR,100000000.0
84,2,14,12,IBR,11000000.0
24,2,4,2,IBR,17600000.0
60,0,20,20,IBR,6500000.0
47,0,4,4,DTF,3358466.0
60,2,10,8,IBR,15000000.0
36,0,35,35,DTF,5000000.0
72,2,12,10,IBR,1600000.0
72,0,6,6,DTF,8560246.0
36,2,6,4,IBR,7500000.0
84,2,14,12,IBR,15000000.0
24,0,24,24,DTF,6000000.0
30,0,3,3,DTF,3499918.0
22,0,21,21,DTF,3400000.0
19,0,18,18,DTF,3081000.0
60,2,10,8,IBR,3000000.0
12,0,0,0,DTF,3800000.0
12,0,2,2,DTF,2042000.0
13,0,12,12,DTF,2000000.0
16,0,15,15,DTF,1925500.0
60,2,10,8,DTF,4000000.0
13,0,12,12,DTF,650000.0
71,0,6,6,DTF,9880127.0
24,0,24,24,IBR,100000000.0
60,2,10,8,IBR,30000000.0
36,0,6,6,IBR,10000000.0
8,0,1,1,DTF,150000000.0
84,2,14,12,IBR,5000000.0
60,0,60,60,DTF,120026347.0
84,2,14,12,DTF,30000000.0
36,2,6,4,IBR,6000000.0
19,0,18,18,DTF,4000000.0
108,2,18,16,IBR,10000000.0
12,1,2,1,DTF,1997371.0
12,0,12,12,DTF,1054000.0
6,0,0,0,DTF,3000000.0
13,0,12,12,DTF,1554000.0
84,2,14,12,IBR,20000000.0
10,0,1,1,IBR,10000000.0
6,0,0,0,DTF,359080139.0
6,0,0,0,DTF,20000000.0
36,0,6,6,DTF,25000000.0
83,0,14,14,DTF,27466378.0
72,2,12,10,IBR,11000000.0
16,0,16,16,IBR,2000000.0
19,0,18,18,IBR,2200000.0
13,0,12,12,IBR,2100000.0
12,0,2,2,IBR,1550000.0
24,0,24,24,IBR,5032983.0
11,0,11,11,IBR,7661097.0
17,0,17,17,IBR,5062802.0
23,0,23,23,IBR,5710547.0
11,0,11,11,IBR,3383121.0
12,0,12,12,IBR,1687097.0
8,0,8,8,IBR,2238732.0
7,0,7,7,IBR,1099286.0
12,0,12,12,IBR,4783244.0
11,0,11,11,IBR,1126779.0
7,0,7,7,IBR,1174375.0
6,0,6,6,IBR,2196932.0
6,0,6,6,IBR,2138299.0
12,0,12,12,IBR,4620752.0
7,0,7,7,IBR,1099286.0
6,5,6,1,IBR,5000000.0
24,0,4,4,IBR,2600000.0
60,0,10,10,IBR,17500000.0
16,0,15,15,DTF,1567500.0
14,0,13,13,DTF,1100000.0
10,0,1,1,IBR,5000000.0
12,0,0,0,DTF,16700000.0
24,0,4,4,IBR,2100000.0
60,0,10,10,IBR,15000000.0
35,0,35,35,IBR,97222222.0
36,0,6,6,IBR,35000000.0
60,2,10,8,IBR,5000000.0
96,2,16,14,IBR,10000000.0
36,0,36,36,DTF,400000000.0
24,2,4,2,IBR,2100000.0
60,0,10,10,DTF,22900000.0
32,2,5,3,DTF,3656906.0
33,3,6,3,IBR,5000000.0
72,2,12,10,IBR,10500000.0
12,0,1,1,IBR,15570000.0
36,0,36,36,DTF,10000000.0
10,0,1,1,IBR,10000000.0
84,2,14,12,IBR,30000000.0
13,0,12,12,IBR,2140000.0
13,0,12,12,IBR,5140724.0
19,0,18,18,IBR,4200000.0
16,0,1,1,IBR,7000000.0
18,0,18,18,IBR,2058310.0
36,0,3,3,IBR,3300000.0
36,0,36,36,IBR,300000000.0
7,0,6,6,IBR,1000000.0
12,0,1,1,IBR,20000000.0
60,0,10,10,IBR,70000000.0
84,2,14,12,IBR,15000000.0
9,0,9,9,IBR,1000000.0
13,0,12,12,IBR,1200000.0
13,0,13,13,IBR,2258449.0
36,0,6,6,IBR,3700000.0
144,6,24,18,IBR,12600000.0
30,0,5,5,IBR,16666670.0
72,0,12,12,IBR,15000000.0
11,0,10,10,IBR,1100000.0
96,2,16,14,IBR,18000000.0
72,2,12,10,IBR,13600000.0
12,0,1,1,IBR,12000000.0
15,0,15,15,IBR,1554000.0
10,0,1,1,IBR,13000000.0
12,0,12,12,IBR,1621980.0
60,0,10,10,IBR,16250000.0
60,2,10,8,IBR,18000000.0
60,0,10,10,IBR,15000000.0
36,0,6,6,IBR,10000000.0
92,9,15,6,IBR,12000000.0
23,0,23,23,IBR,4100000.0
68,8,13,5,IBR,10000000.0
116,10,19,9,IBR,32267977.0
18,0,18,18,IBR,3174970.0
60,0,10,10,IBR,20000000.0
19,0,3,3,IBR,2280000.0
72,4,24,20,IBR,21000000.0
80,9,14,5,IBR,11000000.0
76,2,13,11,IBR,49999591.0
59,0,10,10,IBR,108426807.0
24,1,2,1,IBR,38400000.0
6,5,6,1,IBR,20000000.0
6,5,6,1,IBR,36000000.0
72,71,72,1,IBR,92145934.0
36,35,36,1,IBR,11141872.0
24,0,4,4,IBR,60000000.0
24,0,4,4,IBR,60000000.0
60,0,10,10,IBR,32000000.0
